business_name,surgeon_name,qualifications,procedures,rating,review_count,street,city,state,primary_location,country,phone,phone_original,website,category,google_maps_url,years_experience,estimated_procedures,slug,meta_title,meta_description,priority_score,tier,location_display
Advanced Surgical/Darebin Weight loss Surgery,Advanced Surgical/Darebin Weight loss Surgery,,general-bariatric,5,2,Suite 3/195 Thompsons Rd,Bulleen,VIC,Other,AU,+61398523777,+61 3 9852 3777,https://advanced-surgical.com.au/,Gastrointestinal surgeon,https://www.google.com/maps/search/?api=1&query=Advanced%20Surgical%2FDarebin%20Weight%20loss%20Surgery&query_place_id=ChIJ5cRI9ANH1moRz2tHvRPGRig,5,525,advanced-surgicaldarebin-weight-loss-surgery-bulleen,Advanced Surgical/Darebin Weight loss Surgery - Bariatric Surgeon Bulleen | Gastric Sleeve & Bypass,"Advanced Surgical/Darebin Weight loss Surgery is an experienced bariatric surgeon in Bulleen with 5+ years experience. Rating: 5.0 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",5.00,3,"Bulleen, VIC"
Dr Ernest Lim,Ernest Lim,Dr,,5,2,"Suite 32, 4Th Floor/240 Plenty Rd",Bundoora,VIC,Other,AU,+61394667338,+61 3 9466 7338,http://www.unihillsc.com.au/,Surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20Ernest%20Lim&query_place_id=ChIJKathaN5I1moRjGzzRUxKAok,5,525,ernest-lim-bundoora,Ernest Lim - Bariatric Surgeon Bundoora | Gastric Sleeve & Bypass,"Ernest Lim is an experienced bariatric surgeon in Bundoora with 5+ years experience. Rating: 5.0 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",5.00,3,"Bundoora, VIC"
Dr LP Cheah MelbourneSurgery.com,LP Cheah MelbourneSurgery.com,Dr,,2,5,275 Moreland Rd,Coburg,VIC,Melbourne,AU,+61393852285,+61 3 9385 2285,http://www.melbournesurgery.com/,Surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20LP%20Cheah%20MelbourneSurgery.com&query_place_id=ChIJk9D8cVVb1moRfkdInYfPXTw,5,525,lp-cheah-melbournesurgerycom-coburg,LP Cheah MelbourneSurgery.com - Bariatric Surgeon Coburg | Gastric Sleeve & Bypass,"LP Cheah MelbourneSurgery.com is an experienced bariatric surgeon in Coburg with 5+ years experience. Rating: 2.0 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",5.00,3,"Coburg, VIC"
Victorian Bariatric Surgery Centre,Victorian Bariatric Surgery Centre,,general-bariatric,5,2,93 Ferguson St,Williamstown,VIC,Other,AU,+61393972223,+61 3 9397 2223,http://victorianbariatricsurgerycentre.com.au/,Surgical center,https://www.google.com/maps/search/?api=1&query=Victorian%20Bariatric%20Surgery%20Centre&query_place_id=ChIJAQCElulm1moRj-droyaHahE,5,525,victorian-bariatric-surgery-centre-williamstown,Victorian Bariatric Surgery Centre - Bariatric Surgeon Williamstown | Gastric Sleeve & Bypass,"Victorian Bariatric Surgery Centre is an experienced bariatric surgeon in Williamstown with 5+ years experience. Rating: 5.0 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",5.00,3,"Williamstown, VIC"
The BMI Clinic,The BMI Clinic,,,1.8,4,"Suite 2, Level 1/517 St Kilda Rd",Melbourne,VIC,Melbourne,AU,(013) 008 59059,+61 1300 859 059,http://bmiclinic.com.au/,Specialized clinic,https://www.google.com/maps/search/?api=1&query=The%20BMI%20Clinic&query_place_id=ChIJT7X79kRp1moRp4pEah_5kWQ,5,525,the-bmi-clinic-melbourne,The BMI Clinic - Bariatric Surgeon Melbourne | Gastric Sleeve & Bypass,"The BMI Clinic is an experienced bariatric surgeon in Melbourne with 5+ years experience. Rating: 1.8 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",3.60,3,"Melbourne, VIC"
Dr Michael Yunaev,Michael Yunaev,Dr,,3,2,20 Roslyn St,Potts Point,NSW,Other,AU,,,https://ghka.xyz/business/dr-michael-yunaev-aqblsg,Surgical center,https://www.google.com/maps/search/?api=1&query=Dr%20Michael%20Yunaev&query_place_id=ChIJvdb0OhavEmsRYYD-R-xAPrg,5,525,michael-yunaev-potts-point,Michael Yunaev - Bariatric Surgeon Potts Point | Gastric Sleeve & Bypass,"Michael Yunaev is an experienced bariatric surgeon in Potts Point with 5+ years experience. Rating: 3.0 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",3.00,3,"Potts Point, NSW"
Norwest Surgical Services,Norwest Surgical Services,,,5,1,9 Norbrik Dr,Bella Vista,NSW,Sydney,AU,+61288243300,+61 2 8824 3300,http://norwestsurgery.com/,Surgeon,https://www.google.com/maps/search/?api=1&query=Norwest%20Surgical%20Services&query_place_id=ChIJUWQR20WjEmsRq8gtjS97kKo,5,525,norwest-surgical-services-bella-vista,Norwest Surgical Services - Bariatric Surgeon Bella Vista | Gastric Sleeve & Bypass,"Norwest Surgical Services is an experienced bariatric surgeon in Bella Vista with 5+ years experience. Rating: 5.0 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",2.50,3,"Bella Vista, NSW"
MyHealth1st,MyHealth1st,,,5,1,603/1 Newland St,Bondi Junction,NSW,Sydney,AU,(013) 002 66517,+61 1300 266 517,http://www.myhealth1st.com.au/,Health consultant,https://www.google.com/maps/search/?api=1&query=MyHealth1st&query_place_id=ChIJeS2-9oavEmsRUzlnsrXgMe4,5,525,myhealth1st-bondi-junction,MyHealth1st - Bariatric Surgeon Bondi Junction | Gastric Sleeve & Bypass,"MyHealth1st is an experienced bariatric surgeon in Bondi Junction with 5+ years experience. Rating: 5.0 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",2.50,3,"Bondi Junction, NSW"
Shire Surgery,Shire Surgery,,,5,1,"Suite 3, Level 1/17 Surf Rd",Cronulla,NSW,Other,AU,+61295270088,+61 2 9527 0088,https://shiresurgery.com.au/,Surgeon,https://www.google.com/maps/search/?api=1&query=Shire%20Surgery&query_place_id=ChIJIeCckM_JEmsRQoWMZXtQefY,5,525,shire-surgery-cronulla,Shire Surgery - Bariatric Surgeon Cronulla | Gastric Sleeve & Bypass,"Shire Surgery is an experienced bariatric surgeon in Cronulla with 5+ years experience. Rating: 5.0 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",2.50,3,"Cronulla, NSW"
Life Weight Loss Centre,Life Weight Loss Centre,,general-bariatric,5,1,5 William St,Fairfield,NSW,Other,AU,,,https://www.lifeweightloss.com.au/?utm_medium=organic&utm_source=local&utm_campaign=gmb&utm_content=website,Weight loss service,https://www.google.com/maps/search/?api=1&query=Life%20Weight%20Loss%20Centre&query_place_id=ChIJkWaVHL-VEmsRQ55Bj38WRpI,5,525,life-weight-loss-centre-fairfield,Life Weight Loss Centre - Bariatric Surgeon Fairfield | Gastric Sleeve & Bypass,"Life Weight Loss Centre is an experienced bariatric surgeon in Fairfield with 5+ years experience. Rating: 5.0 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",2.50,3,"Fairfield, NSW"
Dr Jennifer Matthei,Jennifer Matthei,Dr,,5,1,"St George Private Hospital, Suite 3 Level 5/1 South St",Kogarah,NSW,Sydney,AU,+61295531120,+61 2 9553 1120,https://uppergisurgery.com.au/,General practitioner,https://www.google.com/maps/search/?api=1&query=Dr%20Jennifer%20Matthei&query_place_id=ChIJlzXZEJ-5EmsRKnO0L9R36NY,5,525,jennifer-matthei-kogarah,Jennifer Matthei - Bariatric Surgeon Kogarah | Gastric Sleeve & Bypass,"Jennifer Matthei is an experienced bariatric surgeon in Kogarah with 5+ years experience. Rating: 5.0 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",2.50,3,"Kogarah, NSW"
Integrated Health Institute,Integrated Health Institute,,,5,1,Level 5/75 Crown St,Woolloomooloo,NSW,Other,AU,(013) 000 17888,+61 1300 017 888,https://integratedhealthinstitute.com.au/,Medical Center,https://www.google.com/maps/search/?api=1&query=Integrated%20Health%20Institute&query_place_id=ChIJK9vHy5WvEmsRUmarP_rxEtA,5,525,integrated-health-institute-woolloomooloo,Integrated Health Institute - Bariatric Surgeon Woolloomooloo | Gastric Sleeve & Bypass,"Integrated Health Institute is an experienced bariatric surgeon in Woolloomooloo with 5+ years experience. Rating: 5.0 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",2.50,3,"Woolloomooloo, NSW"
Northwestern Colorectal,Northwestern Colorectal,,,5,1,248 Ascot Vale Rd,Ascot Vale,VIC,Other,AU,+61390782184,+61 3 9078 2184,,Medical clinic,https://www.google.com/maps/search/?api=1&query=Northwestern%20Colorectal&query_place_id=ChIJAQCcwPtc1moR0zQSokxrdLc,5,525,northwestern-colorectal-ascot-vale,Northwestern Colorectal - Bariatric Surgeon Ascot Vale | Gastric Sleeve & Bypass,"Northwestern Colorectal is an experienced bariatric surgeon in Ascot Vale with 5+ years experience. Rating: 5.0 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",2.50,3,"Ascot Vale, VIC"
Mr Jacob Vanyai | MOGGS | Melbourne Oesophagogastric and General Surgery | East Melbourne,Jacob Vanyai | MOGGS | Melbourne Oesophagogastric and General Surgery | East Melbourne,Mr,,5,1,"Epworth Freemasons, Level 1/124 Grey St",East Melbourne,VIC,Melbourne,AU,+61383703188,+61 3 8370 3188,http://moggs.com.au/,Surgeon,https://www.google.com/maps/search/?api=1&query=Mr%20Jacob%20Vanyai%20%7C%20MOGGS%20%7C%20Melbourne%20Oesophagogastric%20and%20General%20Surgery%20%7C%20East%20Melbourne&query_place_id=ChIJR8ELQblD1moRAUhIgdUbVIA,5,525,jacob-vanyai-moggs-melbourne-oesophagogastric-and-general-surgery-east-melbourne-east-melbourne,Jacob Vanyai | MOGGS | Melbourne Oesophagogastric and General Surgery | East Melbourne - Bariatric Surgeon East Melbourne | Gastric Sleeve & Bypass,"Jacob Vanyai | MOGGS | Melbourne Oesophagogastric and General Surgery | East Melbourne is an experienced bariatric surgeon in East Melbourne with 5+ years experience. Rating: 5.0 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",2.50,3,"East Melbourne, VIC"
Melbourne Weight Loss Centre- Dr. Andrew Huo,Melbourne Weight Loss Centre- Dr. Andrew Huo,,general-bariatric,5,1,Level 2/230 Cooper St,Epping,VIC,Other,AU,+61385941897,+61 3 8594 1897,http://www.melbourneweightloss.com.au/,Surgeon,https://www.google.com/maps/search/?api=1&query=Melbourne%20Weight%20Loss%20Centre-%20Dr.%20Andrew%20Huo&query_place_id=ChIJhT9dRFxP1moRdek56kqNP4s,5,525,melbourne-weight-loss-centre-dr-andrew-huo-epping,Melbourne Weight Loss Centre- Dr. Andrew Huo - Bariatric Surgeon Epping | Gastric Sleeve & Bypass,"Melbourne Weight Loss Centre- Dr. Andrew Huo is an experienced bariatric surgeon in Epping with 5+ years experience. Rating: 5.0 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",2.50,3,"Epping, VIC"
Northern Surgical Care,Northern Surgical Care,,,5,1,12 Osburn Pl,Epping,VIC,Other,AU,(013) 000 52415,+61 1300 052 415,http://northernsurgicalcare.com.au/,Surgeon,https://www.google.com/maps/search/?api=1&query=Northern%20Surgical%20Care&query_place_id=ChIJkfz7RfpO1moRqnEDfh_iAsM,5,525,northern-surgical-care-epping,Northern Surgical Care - Bariatric Surgeon Epping | Gastric Sleeve & Bypass,"Northern Surgical Care is an experienced bariatric surgeon in Epping with 5+ years experience. Rating: 5.0 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",2.50,3,"Epping, VIC"
Specialist Surgical Group - Essendon,Specialist Surgical Group - Essendon,,,5,1,163 Keilor Rd,Essendon,VIC,Other,AU,+61394667338,+61 3 9466 7338,https://specialistsurgicalgroup.com.au/,Medical Center,https://www.google.com/maps/search/?api=1&query=Specialist%20Surgical%20Group%20-%20Essendon&query_place_id=ChIJBYg0qvxd1moRCWsoqdsneKg,5,525,specialist-surgical-group-essendon-essendon,Specialist Surgical Group - Essendon - Bariatric Surgeon Essendon | Gastric Sleeve & Bypass,"Specialist Surgical Group - Essendon is an experienced bariatric surgeon in Essendon with 5+ years experience. Rating: 5.0 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",2.50,3,"Essendon, VIC"
The Alfred -Endocrinology,The Alfred -Endocrinology,,,5,1,55 Commercial Rd,Melbourne,VIC,Melbourne,AU,+61390762025,+61 3 9076 2025,https://www.alfredhealth.org.au/services/endocrinology-diabetes,Hospital department,https://www.google.com/maps/search/?api=1&query=The%20Alfred%20-Endocrinology&query_place_id=ChIJ9x02Pxho1moRzzYzzJdvEGs,5,525,the-alfred-endocrinology-melbourne,The Alfred -Endocrinology - Bariatric Surgeon Melbourne | Gastric Sleeve & Bypass,"The Alfred -Endocrinology is an experienced bariatric surgeon in Melbourne with 5+ years experience. Rating: 5.0 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",2.50,3,"Melbourne, VIC"
Mr Jacob Vanyai | MOGGS | Melbourne Oesophagogastric and General Surgery | Werribee,Jacob Vanyai | MOGGS | Melbourne Oesophagogastric and General Surgery | Werribee,Mr,,5,1,"Werribee Golf Driving Range, 240 Hoppers Ln",Werribee,VIC,Other,AU,+61383703188,+61 3 8370 3188,https://www.moggs.com.au/,Surgeon,https://www.google.com/maps/search/?api=1&query=Mr%20Jacob%20Vanyai%20%7C%20MOGGS%20%7C%20Melbourne%20Oesophagogastric%20and%20General%20Surgery%20%7C%20Werribee&query_place_id=ChIJ-5nzbeyJ1moRsbTnp-LSSCw,5,525,jacob-vanyai-moggs-melbourne-oesophagogastric-and-general-surgery-werribee-werribee,Jacob Vanyai | MOGGS | Melbourne Oesophagogastric and General Surgery | Werribee - Bariatric Surgeon Werribee | Gastric Sleeve & Bypass,"Jacob Vanyai | MOGGS | Melbourne Oesophagogastric and General Surgery | Werribee is an experienced bariatric surgeon in Werribee with 5+ years experience. Rating: 5.0 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",2.50,3,"Werribee, VIC"
Hobson Bay Specialist Centre,Hobson Bay Specialist Centre,,general-bariatric,5,1,93 Ferguson St,Williamstown,VIC,Other,AU,+61393972402,+61 3 9397 2402,https://hobsonsbayspecialistcenter.com/,Bariatric surgeon,https://www.google.com/maps/search/?api=1&query=Hobson%20Bay%20Specialist%20Centre&query_place_id=ChIJOTGflulm1moRAEm0DAthosE,5,525,hobson-bay-specialist-centre-williamstown,Hobson Bay Specialist Centre - Bariatric Surgeon Williamstown | Gastric Sleeve & Bypass,"Hobson Bay Specialist Centre is an experienced bariatric surgeon in Williamstown with 5+ years experience. Rating: 5.0 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",2.50,3,"Williamstown, VIC"
Sydney Weight Loss & Reflux Clinic,Sydney Weight Loss & Reflux Clinic,,general-bariatric,,0,"Suite 112, Level 1/10 Norbrik Dr",Bella Vista,NSW,Sydney,AU,+61286135106,+61 2 8613 5106,https://www.sydwls.com.au/,Weight loss service,https://www.google.com/maps/search/?api=1&query=Sydney%20Weight%20Loss%20%26%20Reflux%20Clinic&query_place_id=ChIJg88yykCZEmsRppMjiNNWRmc,5,525,sydney-weight-loss-reflux-clinic-bella-vista,Sydney Weight Loss & Reflux Clinic - Bariatric Surgeon Bella Vista | Gastric Sleeve & Bypass,"Sydney Weight Loss & Reflux Clinic is an experienced bariatric surgeon in Bella Vista with 5+ years experience. Book your consultation for gastric sleeve, bypass, or band surgery.",2.00,3,"Bella Vista, NSW"
Forme Institute,Forme Institute,,,,0,"Westfield Tower 2 Suite 1305, Level 13/101 Grafton St",Bondi Junction,NSW,Sydney,AU,(018) 008 49101,+61 1800 849 101,https://www.formeinstitute.com/,Plastic surgeon,https://www.google.com/maps/search/?api=1&query=Forme%20Institute&query_place_id=ChIJcQjk_qqtEmsRc7utqQm-GJY,5,525,forme-institute-bondi-junction,Forme Institute - Bariatric Surgeon Bondi Junction | Gastric Sleeve & Bypass,"Forme Institute is an experienced bariatric surgeon in Bondi Junction with 5+ years experience. Book your consultation for gastric sleeve, bypass, or band surgery.",2.00,3,"Bondi Junction, NSW"
Dr Rachel Kirby,Rachel Kirby,Dr,,,0,42 Parkside Cres,Campbelltown,NSW,Sydney,AU,+61246254745,+61 2 4625 4745,https://www.southwestsurgery.com.au/,Surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20Rachel%20Kirby&query_place_id=ChIJ-bPGCy_vEmsR4PM32rRUOng,5,525,rachel-kirby-campbelltown,Rachel Kirby - Bariatric Surgeon Campbelltown | Gastric Sleeve & Bypass,"Rachel Kirby is an experienced bariatric surgeon in Campbelltown with 5+ years experience. Book your consultation for gastric sleeve, bypass, or band surgery.",2.00,3,"Campbelltown, NSW"
Lord Surgery - Upper GI and General Surgery,Lord Surgery,,,,0,438 Victoria St,Darlinghurst,NSW,Other,AU,+61283826671,+61 2 8382 6671,https://www.lordsurgery.com/,Hospital,https://www.google.com/maps/search/?api=1&query=Lord%20Surgery%20-%20Upper%20GI%20and%20General%20Surgery&query_place_id=ChIJh92CNBCuEmsRS2wYtXCDzII,5,525,lord-surgery-darlinghurst,Lord Surgery - Bariatric Surgeon Darlinghurst | Gastric Sleeve & Bypass,"Lord Surgery is an experienced bariatric surgeon in Darlinghurst with 5+ years experience. Book your consultation for gastric sleeve, bypass, or band surgery.",2.00,3,"Darlinghurst, NSW"
Northern Bariatrics,Northern Bariatrics,,general-bariatric,,0,"Suite 16, Level 7/105 Frenchs Forest Rd W",Frenchs Forest,NSW,Other,AU,+61290986996,+61 2 9098 6996,https://northernbariatrics.com.au/,Bariatric surgeon,https://www.google.com/maps/search/?api=1&query=Northern%20Bariatrics&query_place_id=ChIJE225xfepEmsRc2hfDFGF6VY,5,525,northern-bariatrics-frenchs-forest,Northern Bariatrics - Bariatric Surgeon Frenchs Forest | Gastric Sleeve & Bypass,"Northern Bariatrics is an experienced bariatric surgeon in Frenchs Forest with 5+ years experience. Book your consultation for gastric sleeve, bypass, or band surgery.",2.00,3,"Frenchs Forest, NSW"
Dr Christos Apostolou Suite 16 Level 7 Northern Beaches Hospital,Christos Apostolou Suite 16 Level 7 Northern Beaches Hospital,Dr,general-bariatric,,0,105 Frenchs Forest Rd W,Frenchs Forest,NSW,Other,AU,+61294804250,+61 2 9480 4250,https://www.gastrosurgery.com.au/,Bariatric surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20Christos%20Apostolou%20Suite%2016%20Level%207%20Northern%20Beaches%20Hospital&query_place_id=ChIJde-yglypEmsR4GwSphfeQao,5,525,christos-apostolou-suite-16-level-7-northern-beaches-hospital-frenchs-forest,Christos Apostolou Suite 16 Level 7 Northern Beaches Hospital - Bariatric Surgeon Frenchs Forest | Gastric Sleeve & Bypass,"Christos Apostolou Suite 16 Level 7 Northern Beaches Hospital is an experienced bariatric surgeon in Frenchs Forest with 5+ years experience. Book your consultation for gastric sleeve, bypass, or band surgery.",2.00,3,"Frenchs Forest, NSW"
WEIGHT LOSS & BEYOND - DR. MAIS HUSSEIN,WEIGHT LOSS & BEYOND - DR. MAIS HUSSEIN,,general-bariatric,,0,"Soma Wellness Centre, 7 Gregory Hills Dr",Gledswood Hills,NSW,Other,AU,+61246061400,+61 2 4606 1400,http://weightlossandbeyond.com.au/,Wellness Programme,https://www.google.com/maps/search/?api=1&query=WEIGHT%20LOSS%20%26%20BEYOND%20-%20DR.%20MAIS%20HUSSEIN&query_place_id=ChIJI44k7f_xEmsR5LVoMHpJMts,5,525,weight-loss-beyond-dr-mais-hussein-gledswood-hills,WEIGHT LOSS & BEYOND - DR. MAIS HUSSEIN - Bariatric Surgeon Gledswood Hills | Gastric Sleeve & Bypass,"WEIGHT LOSS & BEYOND - DR. MAIS HUSSEIN is an experienced bariatric surgeon in Gledswood Hills with 5+ years experience. Book your consultation for gastric sleeve, bypass, or band surgery.",2.00,3,"Gledswood Hills, NSW"
Southern Cross Specialists,Southern Cross Specialists,,general-bariatric,,0,"Suite 302, Level 3/13A Montgomery St",Kogarah,NSW,Sydney,AU,+61280055750,+61 2 8005 5750,,Weight loss service,https://www.google.com/maps/search/?api=1&query=Southern%20Cross%20Specialists&query_place_id=ChIJyX0RkeS5EmsRacceaWI1HpY,5,525,southern-cross-specialists-kogarah,Southern Cross Specialists - Bariatric Surgeon Kogarah | Gastric Sleeve & Bypass,"Southern Cross Specialists is an experienced bariatric surgeon in Kogarah with 5+ years experience. Book your consultation for gastric sleeve, bypass, or band surgery.",2.00,3,"Kogarah, NSW"
Sydney Upper GI Surgery,Sydney Upper GI Surgery,,,,0,"Suite 14A, Level 5 St George Private Hospital, 1 South St",Kogarah,NSW,Sydney,AU,+61291884550,+61 2 9188 4550,https://www.sydneyuppergi.com.au/,Gastrointestinal surgeon,https://www.google.com/maps/search/?api=1&query=Sydney%20Upper%20GI%20Surgery&query_place_id=ChIJGwBV-TW5EmsRaoDHXixMsVo,5,525,sydney-upper-gi-surgery-kogarah,Sydney Upper GI Surgery - Bariatric Surgeon Kogarah | Gastric Sleeve & Bypass,"Sydney Upper GI Surgery is an experienced bariatric surgeon in Kogarah with 5+ years experience. Book your consultation for gastric sleeve, bypass, or band surgery.",2.00,3,"Kogarah, NSW"
